Company Name|Year|Total income|Change in stock|Total expenses|Total liabilities|Total assets|No. of employees|Sales
Bengal Rubber Co. Ltd.|31-03-2023|101.40||29.60|654.30|654.30||
Bengal S R E I Infrastructure Devp. Ltd.|31-03-2023|0.80||0.70|2.80|2.80||0.30
Bengal Saltee Infrastructure Ltd.|31-03-2013|||0.10|8.80|8.80||
Bengal Saws & Steel Products Pvt. Ltd.|31-03-2022|2.80||1.60|41.90|41.90||
Bengal Shelter Housing Devp. Ltd.|31-03-2022|120.60|8.50|128.60|2567.80|2567.80||55.60
Bengal Shrachi Housing Devp. Ltd.|31-03-2022|218.90|306.20|533.20|4118.70|4118.70||147.50
Bengal Shriram Hitech City Pvt. Ltd.|31-03-2022|359.50|725.70|1003.00|11109.60|11109.60||323.20
Bengal Steel Inds. Ltd.|31-03-2023|7.10||5.20|103.30|103.30||4.80
Bengal Tea & Fabrics Ltd.|31-03-2023|612.50|-43.50|566.80|1334.10|1334.10|1520|500.30
Bengal Techno Indl. Projects Ltd.|31-03-2011||||51.00|51.00||
Bengal Tools Ltd. [Merged]|31-03-2010|1289.20|-30.70|1198.30|1000.70|1000.70||1263.80
Bengal Unitech Hospitality Pvt. Ltd.|31-03-2016|18.80||14.40|14.10|14.10||18.80
Bengal Unitech Universal Infrastructure Pvt. Ltd.|31-03-2018|918.10|0.00|929.40|22473.60|22473.60||891.60
Bengal Unitech Universal Siliguri Projects Ltd.|31-03-2015|||0.10|1144.80|1144.80||
Bengal Unitech Universal Townscape Ltd.|31-03-2016|||2.50|673.50|673.50||
Bengal Unity Realtors Pvt. Ltd.|31-03-2013||||0.10|0.10||
Bengal Universal Consultants Pvt. Ltd.|31-03-2016|42.10|-17.90|17.40|284.50|284.50||41.60
Bengal Urdl Housing Projects Ltd.|31-03-2013||||0.50|0.50||
Bengal Waterproof Ltd.|31-03-2019|2.00||7.20|226.90|226.90||0.20
Bengal-Pailan Park Infrastructure Devp. Corpn. Ltd.|31-03-2007||||99.20|99.20||
Benlon India Ltd.|31-03-2022|4118.50|-2.30|105.50|1066.00|1066.00||34.80
Bennett Property Holdings Co. Ltd.|31-03-2022|1069.60|-4.50|487.70|17298.90|17298.90||305.90
Bennett Securities Ltd.|31-03-2005||||0.00|||
Bennett Technologies Pvt. Ltd.|31-03-2021|38.40||35.00|15.20|15.20||38.00
Bennett, Coleman & Co. Ltd.|31-03-2022|53498.80||46247.10|162455.70|162455.70||46384.10
Benninger India Pvt. Ltd.|31-03-2022|1039.70|34.20|1009.70|465.20|465.20||980.70
Benny Impex Pvt. Ltd.|31-03-2022|883.50|42.20|788.00|1259.20|1259.20||839.00
Bensan Commercial Trade Pvt. Ltd.|31-03-2022|5649.30|-2.90|5646.00|332.90|332.90||5649.30
Benson Polymers Ltd.|31-03-2022|274.20||270.50|133.00|133.00||274.20
Benstar Power Technologies India Pvt. Ltd.|31-03-2022|13.00|-23.10|30.00|16.40|16.40||12.80
Bentec India Ltd.|31-03-2022|2067.20|-9.90|1982.00|1814.80|1814.80||2054.20
Bentley Commercial Enterprises Ltd.|31-03-2023|27.10||8.00|920.60|920.60||
Bentley Healthcare Pvt. Ltd.|31-03-2022|21.90|0.00|21.30|28.40|28.40||21.30
Benz Oils & Lubricants Ltd.|31-03-2004|||0.10|2.20|2.20||
Benzer Investments Pvt. Ltd. [Merged]|31-03-2005||||1.30|1.30||
Benzo Chem Inds. Pvt. Ltd.|31-03-2022|5637.40|99.60|5310.70|5327.50|5327.50||5583.00
Benzo Petro Intl. Ltd.|31-03-2013|1464.60|95.20|1563.30|1193.30|1193.30||1460.10
Benzo Petrochemicals Ltd.|31-03-2002||0.00||72.30|72.30||
Berar Finance Ltd.|31-03-2022|1756.00||1581.80|10589.40|10589.40||
Berar Trading Co. Ltd.|31-03-2012|0.70|-0.60|0.10|0.80|0.80||0.70
Berco Undercarriages (India) Pvt. Ltd.|31-03-2018|1620.60|-3.60|1688.70|1677.00|1677.00||1620.60
Berg & Schmidt (I) Pvt. Ltd.|31-03-2022|6225.70|-6.60|6174.80|511.10|511.10||6223.30
Berger Becker Coatings Pvt. Ltd.|31-03-2022|2967.10|88.30|2863.40|2306.30|2306.30||2940.30
Berger Nippon Paint Automotive Coatings Pvt. Ltd.|31-03-2010|104.20|5.40|113.40|119.70|119.70|23|99.90
Berger Paints India Ltd.|31-03-2023|112789.90|946.50|105452.50|96787.00|96787.00|11816|110977.10
Bergner Impex (India) Pvt. Ltd.|31-03-2022|1160.30|221.30|1340.90|572.10|572.10||1150.00
Beri Mercurio Pvt. Ltd.|31-03-2008|30.30||6.70|141.00|141.00||1.80
Bericap India Pvt. Ltd.|31-03-2021|1843.60|23.40|1783.30|2622.50|2622.50||1836.80
Berkel Industries Pvt. Ltd.|31-03-2022|471.80|-15.90|409.70|317.40|317.40||461.10
Berkeley Automobiles Ltd.|31-03-2022|10.10||0.50|252.40|252.40||9.60
Berkeley Realtech Ltd.|31-03-2013||0.00||316.40|316.40||
Berkeley Securities Ltd.|31-03-2012|29.70||29.70|130.20|130.20||
Berkshire India Ltd.|31-03-2022||||0.40|0.40||
Bermad India Pvt. Ltd.|31-03-2022|533.70|-35.70|493.20|429.20|429.20||533.10
Berry Alloys Ltd.|31-03-2022|10937.10|156.30|9229.10|5581.70|5581.70||10835.80
Berrys Auto Ancillaries Pvt. Ltd.|31-03-2022|539.20|24.00|563.10|372.30|372.30||531.10
Bervin Holdings Pvt. Ltd.|31-03-2022|0.10||0.10|0.60|0.60||0.10
Bervin Investment & Leasing Ltd.|31-03-2023|108.50||208.70|524.40|524.40|2|
Beryl Drugs Ltd.|31-03-2023|271.70|-3.20|260.80|185.50|185.50||270.20
Beryl Securities Ltd.|31-03-2023|8.00||6.70|101.20|101.20||
Besa Developers & Infrastructure Pvt. Ltd.|31-03-2023|0.10||0.10|1.20|1.20||
Besant Raj Intl. Ltd.|31-03-2022|0.50||0.40|5.60|5.60||0.30
Besco Ltd.|31-03-2017|521.30|-29.80|487.10|385.30|385.30||517.70
Besins Healthcare India Pvt. Ltd.|31-03-2018|57.10|-18.30|66.90|36.30|36.30||56.60
Bespask Engineers Pvt. Ltd.|31-03-2022|454.30|17.10|446.60|280.50|280.50||451.30
Bespoke Finvest Ltd. [Merged]|31-03-2004|60.70||55.40|912.80|912.80||
Besser Concrete Systems Ltd.|31-03-2014|22.00|-0.60|7.40|194.10|194.10||15.30
Best & Crompton Apparels Ltd.|31-03-2010|156.60|6.10|250.50|854.70|854.70||139.50
Best & Crompton Engg. Ltd.|31-03-2013|528.80|12.30|688.10|2883.50|2883.50||511.40
Best & Crompton Engg. Projects Ltd.|31-03-2022|1.40|0.00|26.10|3661.30|3661.30||
Best Agrochem Pvt. Ltd. [Merged]|31-03-2019|5751.80|156.50|5863.90|2420.50|2420.50||5747.80
Best Agrolife Ltd.|31-03-2023|15714.30|1158.80|16402.30|9411.20|9411.20|428|15613.50
Best Auto Pvt. Ltd.|31-03-2022|313.40|10.40|313.00|355.20|355.20||312.50
Best Board Ltd.|31-03-2002||||193.00|193.00||
Best Capital Services Ltd.|31-03-2011|0.70||0.30|14.70|14.70||
Best Cheran Spintex India Pvt. Ltd.|31-03-2016|348.30|-70.70|376.00|264.00|264.00||316.20
Best Clothing Co. (India) Pvt. Ltd.|31-03-2012||||20.70|20.70||
Best Colour Solutions India Pvt. Ltd.|31-03-2022|312.00|5.00|290.90|274.70|274.70||312.00
Best Commercial Enterprises Ltd.|31-03-2022|0.90||0.50|18.00|18.00||
Best Corporation Pvt. Ltd.|31-03-2022|8318.40|637.00|7968.60|10988.20|10988.20||7595.80
Best Dwellers Pvt. Ltd.|31-03-2012||0.00||57.60|57.60||
Best Eastern Hotels Ltd.|31-03-2023|60.50||54.70|63.90|63.90||60.40
Best Exim Pvt. Ltd.|31-03-2023||||0.60|0.60||
Best Foods Ltd.|31-03-2016|25475.00|5235.90|30686.80|27728.30|27728.30||25296.10
Best Health Mgmt. Pvt. Ltd.|31-03-2013|19.20||23.50|547.80|547.80||
Best Healthcare Pvt. Ltd.|31-03-2022|85.90|2.70|188.70|6992.50|6992.50||77.60
Best I T World (India) Pvt. Ltd.|31-03-2021|1034.80|-564.10|1665.90|641.90|641.90||1025.80
Best International Pvt. Ltd.|31-03-2022|3.20||2.60|395.90|395.90||
Best Koki Automotive Pvt. Ltd.|31-03-2022|1486.00|-63.60|1468.00|1533.90|1533.90||1481.30
Best Minerals Ltd.|31-03-2021||||0.00|||
Best Money & Travel Services Pvt. Ltd.|31-03-2022|3.00||2.80|8.90|8.90||2.00
Best Mulyankan Consultants Ltd.|31-03-2022|15.10||13.90|55.50|55.50||13.90
Best Paper Mills Pvt. Ltd.|31-03-2022|6155.40|21.80|5988.70|2799.10|2799.10||6093.00
Best Pumps (India) Pvt. Ltd.|31-03-2021|272.40|13.80|275.30|222.00|222.00||267.90
Best Textiles Ltd.|31-03-2017|152.60|-313.50|164.20|1229.50|1229.50||150.80
Best United India Comforts Pvt. Ltd.|31-07-2022|7179.40|835.30|7660.60|5413.60|5413.60||6892.70
Best Value Chem Pvt. Ltd.|31-03-2022|6150.40|180.90|6137.70|5103.60|5103.60||5749.20
Best View Infracon Ltd.|31-03-2022|1.20||3.00|2527.60|2527.60||
Best View Properties Ltd.|31-03-2019||0.40|0.40|1512.80|1512.80||
Besta Cosmetics Ltd. [Merged]|31-03-2005|40.90||4.00|11.90|11.90||40.50
Bestavision Electronics Ltd.|31-03-2021||||46.30|46.30||
Bestcast Metaverse Ltd.|31-03-2021|6.70||8.20|187.10|187.10||6.70
Bestech Hospitalities Pvt. Ltd.|31-03-2021|358.90||509.60|3790.10|3790.10||303.00
Besto Tradelink Ltd.|31-03-2022|774.70|-18.10|745.60|573.40|573.40||774.00
Bestochem Formulation (India) Ltd.|31-03-2022|739.30|-88.60|627.70|395.20|395.20||738.90
Bestseller Fashion India Pvt. Ltd.|31-07-2022|6.20|-22.50|34.50|2114.20|2114.20||-22.60
Bestseller Retail India Pvt. Ltd.|31-03-2022|626.90|67.40|798.50|531.00|531.00||625.10
Bestseller Wholesale India Pvt. Ltd.|31-03-2022|2969.70|70.80|2941.10|2830.20|2830.20||2966.20
Bet Medical Pvt. Ltd.|31-03-2022|500.20|-30.50|467.50|319.10|319.10||461.50
Beta Corporation Ltd.|31-03-2000|2.00|-0.30|32.30|159.30|159.30||2.00
Beta Drugs Ltd.|31-03-2023|1586.60|31.60|1430.00|1377.90|1377.90|315|1576.20
Beta Findeals Pvt. Ltd.|31-03-2022|15.70||11.00|62.50|62.50||15.50
Beta Global Ventures Pvt. Ltd.|31-03-2009|0.80||0.50|12.90|12.90||0.80
Beta Infotech Ltd.|31-03-2011|4.90||4.60|23.50|23.50||0.80
Beta Infratech Pvt. Ltd.|31-03-2019|0.30||6.30|19559.90|19559.90||
Beta Naphthol Ltd.|31-03-2000|13.80|-0.70|263.10|786.30|786.30||13.80
Beta Wind Farm Pvt. Ltd.|31-03-2022|2537.30||2177.40|16137.20|16137.20||2206.50
Beta-Kappa Investments Ltd.|31-03-2009|0.90||0.90|50.50|50.50||0.80
Betala Global Securities Ltd.|31-03-2023|0.70||3.60|10.50|10.50|3|
Betala Stock Broking Ltd.|31-03-2022|91.00||80.40|1412.40|1412.40||
Betalact Laboratories Ltd.|31-03-1999||0.00|39.40|214.70|214.70||
Betex India Ltd.|31-03-2022|583.70|0.50|580.10|426.40|426.40|775|573.80
Betsy Growth Finance Ltd.|31-03-2022|11.80||0.10|296.20|296.20||
Better & Brighter Homecare Pvt. Ltd.|31-03-2022|94.60|6.20|90.70|45.80|45.80||93.60
Better Value Leasing & Finance Ltd.|31-03-2019|206.90||251.40|1840.00|1840.00||192.60
Better World Technology Pvt. Ltd.|31-03-2022|6161.30||6368.40|2061.80|2061.80||6150.50
Betts India Pvt. Ltd.|31-03-2022|2078.90|1.70|2040.30|3911.30|3911.30||2055.10
Betul Commercial Ltd.|31-03-2022|5.70||1.60|47.00|47.00||
Betul Oil Ltd.|31-03-2022|12718.30|269.80|12736.80|3911.80|3911.80||12691.50
Betul Wind Farms Pvt. Ltd.|31-03-2022|604.90||447.20|2354.00|2354.00||595.00
Beumer India Pvt. Ltd.|31-12-2022|4556.90|45.10|4368.70|3921.50|3921.50||4525.40
Bevcon Wayors Pvt. Ltd.|31-03-2022|309.60||366.30|1165.20|1165.20||302.70
Beverly Builders L L P|31-03-2010|295.90||7.20|1947.50|1947.50||
Beyant Holding & Finance Ltd.|31-03-2022|72.20||17.60|157.10|157.10||0.70
Beyla Builders & Developers Pvt. Ltd.|31-03-2022|14.60|-9.30|7.90|164.10|164.10||9.90
Beyond Visual Range Consulting Pvt. Ltd.|31-03-2012||||18.10|18.10||
Bezel Jewellery (India) Pvt. Ltd.|31-03-2017|3682.20|210.70|3891.90|3293.10|3293.10||3675.40
Bezel Motors Pvt. Ltd.|31-03-2009|0.50|0.00|0.50|27.50|27.50||0.50
Bfsi Sector Skill Council Of India|31-03-2022|33.40||35.60|71.60|71.60||27.50
Bful Resources Pvt. Ltd.|31-03-2023|0.70||0.20|5.00|5.00||0.70
Bhaagyalakshmi Vegetable Products Ltd.|31-03-2022|71.70|-3.10|69.80|102.50|102.50||67.60
Bhadohi Den Entertainment Pvt. Ltd.|31-03-2023|0.10|||2.60|2.60||
Bhadohi Hotels Ltd.|31-03-2022|214.00||230.00|642.70|642.70||206.70
Bhadra Castalloy Pvt. Ltd.|31-03-2022|108.80|2.40|99.70|142.70|142.70||106.60
Bhadra International (India) Pvt. Ltd.|31-03-2021|972.70||1425.70|1836.30|1836.30||911.60
Bhadra Paper Mills Ltd.|31-03-2022|679.30|10.60|601.10|727.50|727.50||649.30
Bhadrashree Steel & Power Ltd.|31-03-2022|2104.20|94.60|2173.10|1186.50|1186.50||2102.80
Bhadrawati Steel & Urja Ltd.|31-03-2022|0.10||0.10|999.10|999.10||0.10
Bhadresh Trading Corpn. Ltd.|31-03-2016|25016.10|-7391.10|27179.90|8197.50|8197.50||24747.10
Bhagalaxmi Investments Pvt. Ltd. [Merged]|31-03-2006|0.10||0.10|1498.00|1498.00||
Bhagat Aromatics Ltd.|31-03-2022|594.50|4.80|595.70|485.50|485.50||580.20
Bhagat Industrial Corpn. Ltd.|31-03-2022|22.20||10.90|376.90|376.90||7.00
Bhagat Ji Garments Pvt. Ltd.|31-03-2022|11.70|-2.50|3.90|12.40|12.40||1.30
Bhagat Refinerers & Chemicals Pvt. Ltd.|31-03-2009|1.30||0.70|25.50|25.50||
Bhagawati Combat Systems Ltd.|31-03-2011|||0.10|5.40|5.40||
Bhagawati Gas Ltd.|31-03-2023|36.70||30.50|191.40|191.40||1.30
Bhagawati International Ltd.|31-03-2021||||37.30|37.30||
Bhagawati Oxygen Ltd.|31-03-2023|17.00|0.00|41.20|134.80|134.80|19|7.30
Bhageria Industries Ltd.|31-03-2023|5071.80|-82.30|4839.00|6379.80|6379.80|602|5017.30
Bhagheeratha Builders Ltd.|31-03-2012|1.00||2.20|19.10|19.10||1.00
Bhagheeratha Energy Controls Ltd.|31-03-2012||||0.00|||
Bhagheeratha Engineering Ltd.|31-03-2022|31.40||31.90|931.50|931.50||2.20
Bhagiradha Chemicals & Inds. Ltd.|31-03-2023|5039.30|239.90|4815.10|4506.60|4506.60|672|5020.90
Bhagirath Agro-Plast Ltd. [Merged]|31-03-2007|278.80|4.90|279.50|141.20|141.20||277.30
Bhagirathi Greenfield Real Estate Ltd.|31-03-2014|39.40|0.10|69.40|155.40|155.40||39.30
Bhagirathi Infrapower Projects Pvt. Ltd.|31-03-2020|0.10|0.60|7.90|25.50|25.50||
Bhagirathi Packaging Pvt. Ltd.|31-03-2022|1023.80|20.00|1030.50|450.10|450.10||1002.20
Bhagvati Glass Containers Ltd.|31-03-2010|||0.00|17.90|17.90||
Bhagwan Cotton Ginners Pvt. Ltd.|31-03-2018|3.50||10.60|106.50|106.50||3.50
Bhagwan Energy Ltd.|31-03-2022|2.90||2.80|32.80|32.80||1.90
Bhagwan Hire Purchase Ltd.|31-03-2014|2.40||3.70|34.40|34.40||
Bhagwan Industries Ltd.|31-03-2005|||1.00|26.80|26.80||
Bhagwan Instalments Ltd.|31-03-2011|1.50||1.20|23.90|23.90||
Bhagwan Ram Investments & Leasing Pvt. Ltd.|31-03-2004|0.10||0.10|3.40|3.40||
Bhagwan Vanaspati Mills Ltd.|31-03-2022|0.10||0.10|66.90|66.90||
Bhagwandas Auto Finance Ltd.|31-03-2021|||0.20|91.90|91.90||
Bhagwat Dredging Ltd. [Merged]|31-03-2011|||0.20|0.30|0.30||
Bhagwat Power Salaya Ltd.|31-03-2021|5.10||219.00|2617.40|2617.40||
Bhagwat Technologies & Energy Conservation Pvt. Ltd.|31-03-2022|6.40||6.40|5.80|5.80||6.40
Bhagwati (India) Pvt. Ltd.|31-03-2022|6.50||2.20|62.40|62.40||2.00
Bhagwati Autocast Ltd.|31-03-2023|1544.30|4.30|1471.40|699.50|699.50|70|1543.50
Bhagwati Builders & Devp. Pvt. Ltd.|31-03-2022|0.40|38.50|39.00|221.10|221.10||0.20
Bhagwati Cottons Ltd.|31-03-1998|877.60|-163.30|712.80|811.00|811.00||817.90
Bhagwati Ferro Metal Pvt. Ltd.|31-03-2022|7513.00|-23.50|7391.20|1779.40|1779.40||7508.80
Bhagwati Foundries Ltd.|31-12-2003|2.10||2.00|11.70|11.70||
Bhagwati Importers & Exporters Pvt. Ltd.|31-03-2015|22.00|0.10|22.10|18.50|18.50||22.00
Bhagwati Lacto Vegetarian Exports Pvt. Ltd.|31-03-2022|14188.10|294.10|14303.10|7637.50|7637.50||14186.60
Bhagwati Lime Stone Pvt. Ltd.|31-03-2023||1.90|4.10|28.70|28.70||
Bhagwati Plasto Works Pvt. Ltd.|31-03-2022|13.60|4.30|11.30|144.80|144.80||13.50
Bhagwati Power & Steel Ltd.|31-03-2022|3229.80|-9.10|2945.70|2475.80|2475.80||3169.40
Bhagwati Pressing Co. Ltd.|31-03-2022||||2.70|2.70||
Bhagwati Products Ltd.|31-03-2022|13433.80|257.80|13584.00|7345.50|7345.50||13394.00
Bhagwati Projects Pvt. Ltd.|31-03-2022|252.90|-1.30|239.50|177.30|177.30||252.70
Bhagwati Rice Mill Pvt. Ltd.|31-03-2022|2452.40|-124.70|2326.40|766.70|766.70||2452.20
Bhagwati Spherocast Pvt. Ltd.|31-03-2022|1638.80|-1.60|1531.90|1089.00|1089.00||1596.70
Bhagwati Steel Cast Pvt. Ltd.|31-03-2022|5156.90|22.30|5129.80|853.20|853.20||5153.60
Bhagwati Vanaspati Inds. Ltd.|31-03-2022|16.10||15.60|75.10|75.10||
Bhagya Laxmi Gems & Jewellers Pvt. Ltd.|31-03-2018|4642.30||4638.00|306.20|306.20||4638.40
Bhagya Nidhi Exports Ltd.|31-03-2010||||112.20|112.20||
Bhagyalakshmi Spintex Pvt. Ltd.|31-03-2023|1375.30|37.30|1400.70|924.40|924.40||1374.10
Bhagyalaxmi Dairy Farms Pvt. Ltd.|31-03-2022|808.40|-0.50|841.30|1481.30|1481.30||687.60
Bhagyalaxmi Mineral Water Pvt. Ltd.|31-03-2022|28.70|-0.70|26.50|14.80|14.80||28.70
Bhagyalaxmi Rolling Mill Pvt. Ltd.|31-03-2022|17215.80|-370.60|16478.80|6069.70|6069.70||17201.70
Bhagyam Gem & Jewellery Pvt. Ltd.|31-03-2022|1315.50||1244.40|1633.70|1633.70||1261.90
Bhagyanagar Chemicals Ltd. [Merged]|31-03-2017|0.10||0.20|1.10|1.10||0.10
Bhagyanagar Copper Pvt. Ltd.|31-03-2023|5804.70|157.40|5921.80|1618.00|1618.00||5803.10
Bhagyanagar Gas Ltd.|31-03-2022|2978.90|-1.30|2535.40|11526.00|11526.00||2956.70
Bhagyanagar Green Energy Pvt. Ltd.|31-03-2022|43.70||33.20|186.30|186.30||41.90
Bhagyanagar India Ltd.|31-03-2023|16372.50|213.90|16525.40|2991.50|2991.50|136|16355.40
Bhagyanagar Infrastructure Ltd.|31-03-2021|||0.10|206.50|206.50||
Bhagyanagar Metals Pvt. Ltd.|31-03-2022|85.90||21.70|70.20|70.20||
Bhagyanagar Pipe Inds. Ltd.|31-03-2004|0.30||1.00|4.40|4.40||
Bhagyanagar Properties Ltd.|31-03-2022|14.60||16.00|1224.20|1224.20|18|0.80
Bhagyashree Leasing & Finance Ltd.|31-03-2022|1.90||1.50|16.40|16.40||
Bhagyashri Home Appliances Pvt. Ltd.|31-03-2022|143.70|1.00|142.60|55.10|55.10||143.40
Bhagyashri Mercantile Pvt. Ltd. [Merged]|31-03-2015|||0.50|37.90|37.90||
Bhagyodaya Infrastructure Devp. Ltd.|31-03-2014|9.40|18.30|44.70|286.40|286.40||9.30
Bhagyodaya Sales Ltd.|31-03-2022|4.60|-0.40|5.50|77.10|77.10||0.20
Bhaichand Amoluk Consultancy Services Pvt. Ltd.|31-03-2013|65.30||23.00|138.50|138.50||
Bhaijee Overseas Ltd.|31-03-2022|4.40||2.10|108.10|108.10||
Bhaijee Portfolio Ltd.|31-03-2014|27.50||23.90|156.20|156.20||
Bhairav Enterprises Ltd.|31-03-2023|1.00||0.60|18.40|18.40||
Bhairav Knitting Pvt. Ltd.|31-03-2022|1035.20|-41.10|965.20|532.40|532.40||1035.10
Bhairav Tradelink Ltd.|31-03-2011|1.60||1.50|163.10|163.10||
Bhairavi Investment & Trdg. Pvt. Ltd.|31-03-2001||||0.20|0.20||
Bhairavnath Sugar Works Ltd.|31-03-2022|7813.40|904.90|8611.00|11151.30|11151.30||7516.70
Bhakra Industries Ltd.|31-03-1997|201.90|8.30|205.90|105.30|105.30||201.30
Bhakti Extractions Pvt. Ltd.|31-03-2022|3996.20||3985.70|1014.80|1014.80||3990.10
Bhakti Gems & Jewellery Ltd.|31-03-2023|1029.10|-66.80|954.30|262.70|262.70||1029.10
Bhaktwatsal Investments Ltd. [Merged]|31-03-2019|10.90||2.30|104.30|104.30||
Bhalchandra Investment Ltd. [Merged]|31-03-2008|72.70||9.00|1196.20|1196.20||
Bhalchandram Clothing Ltd.|31-03-2023|12.30||3.50|45.50|45.50|2|
Bhaliivaradha Electro Meck Pvt. Ltd.|31-03-2019|14.90||14.60|11.60|11.60||14.80
Bhalkeshwar Sugars Ltd.|31-03-2022|1970.50|176.00|2163.10|4829.70|4829.70||1962.20
Bhalla Techtran Inds. Ltd.|31-03-2006|110.50|-0.80|108.60|50.90|50.90||108.70
Bhalotia Agro Inds. Ltd.|31-03-2011|1.00||0.90|40.20|40.20||1.00
Bhalotia Engineering Works Pvt. Ltd.|31-03-2022|891.00|-9.40|834.30|443.10|443.10||878.20
Bhambhani Shipping Ltd.|31-03-2022|79.10|5.30|211.40|937.10|937.10||29.70
Bhamini Real Estate Developers Pvt. Ltd.|31-03-2023|||0.30|239.80|239.80||
Bhandara Thermal Power Corpn. Ltd.|31-03-2022|||0.20|1125.60|1125.60||
Bhandari Apparels Ltd.|31-03-2010|6.20||0.30|0.70|0.70||0.30
Bhandari Automobiles Pvt. Ltd.|31-03-2022|19803.90|-96.60|19670.20|5446.60|5446.60||19749.40
Bhandari Co-Operative Bank Ltd.|31-03-1999|66.60||62.90|482.40|482.40|92|
Bhandari Cottons Ltd.|31-03-2011|1.60||1.30|25.50|25.50||1.50
Bhandari Foils & Tubes Ltd.|31-03-2021|1145.80|-575.10|1335.30|1971.40|1971.40||1133.40
Bhandari Hosiery Exports Ltd.|31-03-2023|2833.20|39.20|2814.30|2173.60|2173.60|422|2832.30
Bhandari Spinning Mills Ltd.|31-03-2011|0.40|2.10|4.40|110.20|110.20||0.40
Bhandari Steels Ltd.|31-03-2022|131.50|-20.00|145.30|695.40|695.40||131.20
Bhandary Metallurgical Corpn. Pvt. Ltd.|31-03-2003|439.10|18.80|452.60|256.00|256.00||438.60
Bhandary Powerlines Pvt. Ltd.|31-03-2022|97.90|1.30|92.70|110.60|110.60||83.90
Bhander Power Ltd.|31-03-2021|1320.60||48.30|1495.60|1495.60||
Bhanderi Infracon Ltd.|31-03-2023|28.00|-9.60|12.70|288.60|288.60|18|11.10
Bhanot Construction & Housing Ltd.|31-03-2022|1.30|-0.60|3.50|333.20|333.20|6|0.60
Bhanot Infrastructure & Hospitalities Ltd. [Merged]|31-03-2008|3.50|7.40|10.70|29.30|29.30||3.20
Bhansali Bright Bars Pvt. Ltd.|31-03-2022|373.80|7.00|94.20|259.50|259.50||110.50
Bhansali Engineering Polymers Ltd.|31-03-2023|16367.10|-340.10|14667.70|11655.70|11655.70|707|16077.90
Bhansali Trailors Pvt. Ltd.|31-03-2022|267.00|-1.00|263.20|144.70|144.70||264.80
Bhanu Infrabuild Pvt. Ltd.|31-03-2023|151.80|-165.50|214.00|1609.50|1609.50||145.80
Bhanu Solar Projects Pvt. Ltd.|31-03-2019||||0.10|0.10||
Bhanuenergy Industrial Devp. Ltd.|31-03-2022|153.40||188.90|951.20|951.20||147.80
Bhanuenergy Infrastructure & Power Ltd.|31-03-2022|155.00||154.20|1033.70|1033.70||149.30
Bharani Oils Ltd.|31-03-1995|308.90|13.70|317.40|161.00|161.00||308.40
Bharani Pipes & Tubes Pvt. Ltd.|31-03-2022|207.70|-0.40|205.90|104.80|104.80||205.70
Bharat Agri Fert & Realty Ltd.|31-03-2023|308.50|44.00|435.00|1202.10|1202.10|45|228.80
Bharat Aluminium Co. Ltd.|31-03-2022|139961.00|682.50|113281.60|144011.70|144011.70||137164.10
Bharat B P O Services Ltd.|31-03-2021|145.40||71.40|69.00|69.00||80.40
Bharat Barrel & Drum Mfg. Co. Pvt. Ltd.|31-03-2022|26.40||18.60|352.50|352.50||10.70
Bharat Berg Ltd.|30-06-1999|333.80|-59.10|508.60|276.10|276.10||329.80
Bharat Bhushan Equity Traders Ltd.|31-03-2022|60.70||35.70|382.00|382.00||
Bharat Bhushan Finance & Commodity Brokers Ltd.|31-03-2023|5.90||4.70|204.00|204.00|5|
Bharat Bijlee Ltd.|31-03-2023|14476.70|969.30|14613.80|20627.90|20627.90|1708|14184.90
Bharat Bio Gas Energy Ltd.|31-03-2022|66.50|44.00|108.80|288.10|288.10||66.40
Bharat Biotech Intl. Ltd.|31-03-2022|88923.70|2624.50|63604.50|82350.50|82350.50||87346.60
Bharat Bobbins Ltd.|31-03-2011|116.00|-1.90|99.20|87.40|87.40||114.90
Bharat Brakes & Valves Ltd.|31-03-2002|73.90|-1.60|141.90|128.40|128.40||73.90
Bharat Broadband Network Ltd.|31-03-2022|15439.00||15463.90|216313.20|216313.20||407.50
Bharat Broadcasting Network Ltd.|31-03-2014|138.40|11.40|186.60|265.40|265.40||137.20
Bharat Caarriers Ltd.|31-03-2022|776.40||825.70|621.30|621.30||776.30
Bharat Certis Agriscience Ltd.|31-03-2022|3896.10|35.30|3709.10|3822.10|3822.10||3801.20
Bharat Chemicals & Fertilizers Ltd.|31-03-1992|185.70|0.80|184.30|92.70|92.70||185.50
Bharat Co-Op. Bank (Mumbai) Ltd.|31-03-2023|10083.10||8074.00|138235.10|138235.10|1401|
Bharat Coking Coal Ltd.|31-03-2022|140358.70|-2291.30|136951.20|121683.80|121683.80||130667.90
Bharat Commerce & Inds. Ltd.|31-03-2004|3.50|-4.00|117.90|328.40|328.40||1.20
Bharat Containers (Nagpur) Pvt. Ltd.|31-03-2022|1523.50|9.90|1374.90|1002.70|1002.70||1499.10
Bharat Containers Pvt. Ltd.|31-03-2022|3.80||1.20|27.40|27.40||1.90
Bharat Diamond Bourse|31-03-2022|1450.10||1120.80|13069.50|13069.50||440.80
Bharat Dynamics Ltd.|31-03-2023|26903.00|190.40|23571.70|88070.40|88070.40|4269|25093.00
Bharat Ekansh Ltd.|31-03-2023|11.60||11.40|71.40|71.40||11.60
